transaction_id,transaction_amount_usd,transaction_hour,day_of_week,device_type,merchant_category,channel,country,customer_tenure_months,prev_transactions_7d,previous_fraud_count,location_risk_score,is_international,distance_from_home_km,fraud
1454,178.82,13,5,ios,restaurant,card_present,EC,14,8,0,0.498,0,21.07,0
1455,793.4,7,2,web,fashion,ecommerce,EC,89,14,0,0.333,0,7.23,0
1456,223.9,10,4,android,fuel,card_present,ES,2,12,0,0.003,0,30.53,0
1457,1544.19,2,1,web,fashion,wallet,ES,118,10,0,0.135,0,4.99,0
1458,263.8,8,1,ios,restaurant,card_present,PE,93,10,0,0.518,0,0.28,0
1459,1023.35,3,5,ios,grocery,card_present,EC,48,16,0,0.227,0,1.6,0
1460,326.5,5,1,ios,fashion,ecommerce,EC,43,14,0,0.334,0,10.1,0
1461,530.04,10,2,ios,restaurant,card_present,EC,46,12,0,0.696,0,1.06,0
1462,137.4,12,2,web,gaming,wallet,EC,47,15,0,0.464,0,22.8,0
1463,123.91,22,1,android,grocery,card_present,EC,101,11,1,0.0,0,6.74,0
1464,354.37,0,5,web,fuel,card_present,EC,96,9,0,0.61,0,17.39,0
1465,541.0,21,4,android,travel,card_present,ES,24,9,0,0.377,0,31.73,0
1466,253.35,7,6,ios,fuel,card_present,CO,21,10,0,0.416,0,8.55,0
1467,87.66,17,3,web,grocery,wallet,EC,65,12,0,0.405,0,31.2,0
1468,82.63,16,1,pos_terminal,restaurant,wallet,EC,78,11,0,0.514,0,6.49,0
1469,78.33,23,1,ios,fashion,wallet,ES,87,12,0,0.336,0,2.29,0
1470,59.65,2,2,web,electronics,wallet,PE,37,14,0,0.083,0,31.58,0
1471,267.78,23,6,web,grocery,card_present,EC,58,12,0,0.408,0,16.25,0
1472,603.42,1,1,web,travel,ecommerce,PE,12,12,0,0.101,0,9.82,0
1473,242.71,21,4,pos_terminal,fashion,card_present,EC,55,9,0,0.677,0,19.02,0
1474,40.22,15,0,android,gaming,ecommerce,CO,83,11,0,0.285,1,9.28,0
1475,210.6,11,6,web,fuel,wallet,EC,36,14,0,0.341,0,13.64,0
1476,215.37,9,4,pos_terminal,grocery,card_present,EC,38,7,0,0.228,0,57.52,0
1477,1312.1,2,3,ios,electronics,ecommerce,EC,55,12,0,0.411,0,23.57,0
1478,76.47,19,2,web,electronics,card_present,EC,104,9,0,0.432,0,33.93,0
1479,179.48,17,2,android,fuel,wallet,EC,73,10,0,0.228,0,36.12,0
1480,960.32,22,1,android,restaurant,wallet,EC,111,12,0,0.432,0,12.12,0
1481,351.63,17,4,android,fashion,wallet,EC,7,6,1,0.362,0,37.67,1
1482,385.0,22,6,android,electronics,ecommerce,EC,102,10,0,0.333,0,26.15,0
1483,268.88,21,1,ios,fashion,wallet,EC,5,10,0,0.215,0,26.03,0
1484,319.43,10,5,web,electronics,atm,EC,39,16,0,0.767,0,3.23,0
1485,457.0,16,3,android,grocery,card_present,EC,51,10,1,0.563,0,8.68,0
1486,128.38,6,5,android,pharmacy,wallet,EC,28,14,1,0.481,1,57.79,0
1487,495.23,19,5,android,services,ecommerce,EC,119,12,0,0.553,1,53.93,0
1488,81.79,14,0,web,fuel,card_present,EC,108,16,0,0.404,0,10.79,0
1489,319.03,10,0,ios,grocery,ecommerce,EC,69,14,1,0.287,0,16.79,0
1490,283.04,15,6,web,services,ecommerce,EC,54,19,0,0.0,0,42.87,0
1491,149.84,6,1,android,fashion,ecommerce,US,92,15,0,0.131,0,42.1,0
1492,240.91,14,4,web,electronics,card_present,EC,85,16,0,0.74,0,30.64,0
1493,149.09,11,5,web,fuel,ecommerce,EC,58,8,0,0.559,0,20.63,0
1494,104.09,7,3,web,grocery,ecommerce,ES,100,16,0,0.386,0,3.06,0
1495,184.88,23,0,web,grocery,card_present,EC,23,17,0,0.066,0,13.66,0
1496,101.43,1,0,pos_terminal,fuel,ecommerce,EC,33,15,0,0.464,0,48.64,0
1497,317.61,18,4,android,grocery,ecommerce,EC,2,12,0,0.3,0,21.05,0
1498,97.76,5,6,ios,travel,wallet,ES,14,15,0,0.476,0,77.79,0
1499,433.62,5,2,ios,travel,ecommerce,EC,24,7,0,0.15,0,32.29,0
1500,95.34,3,3,pos_terminal,services,atm,EC,75,12,0,0.262,0,10.97,0
1501,155.95,2,6,ios,fashion,ecommerce,EC,103,12,0,0.509,0,1.73,0
1502,148.84,2,5,web,electronics,card_present,ES,71,12,0,0.697,0,5.75,0
1503,708.18,19,3,pos_terminal,travel,card_present,EC,53,14,0,0.231,0,33.44,0
1504,319.52,22,4,android,travel,ecommerce,US,32,10,0,0.17,0,40.84,0
1505,207.1,14,6,android,restaurant,ecommerce,US,12,9,0,0.534,0,54.91,0
1506,365.61,0,5,android,pharmacy,card_present,PE,70,8,0,0.123,1,3.69,0
1507,45.46,20,2,android,fuel,wallet,EC,17,9,0,0.136,1,23.7,0
1508,237.0,14,4,ios,pharmacy,wallet,EC,95,13,0,0.398,0,44.01,0
1509,1212.69,12,2,android,fashion,ecommerce,EC,49,12,0,0.725,0,50.75,0
1510,272.72,22,6,android,fuel,card_present,EC,42,15,1,0.197,0,18.76,1
1511,259.02,9,0,android,services,wallet,EC,3,12,0,0.283,0,27.5,0
1512,380.35,8,1,android,grocery,card_present,ES,29,12,0,0.37,0,17.83,0
1513,502.24,18,2,ios,fashion,card_present,EC,1,13,0,0.265,0,3.04,0
1514,49.63,12,1,web,restaurant,card_present,PE,87,11,0,0.032,0,20.67,0
1515,63.86,17,4,android,restaurant,card_present,EC,59,12,0,0.494,1,3.52,0
1516,290.27,16,4,pos_terminal,travel,ecommerce,CO,95,13,0,0.384,0,24.24,0
1517,138.47,20,6,android,pharmacy,wallet,CO,68,15,1,0.416,0,17.55,0
1518,700.79,7,3,android,electronics,ecommerce,EC,115,16,0,0.324,0,10.61,0
1519,190.65,1,4,android,services,card_present,EC,94,12,0,0.622,0,19.58,0
1520,52.19,11,4,android,pharmacy,ecommerce,EC,17,10,0,0.259,0,12.85,0
1521,88.96,15,0,pos_terminal,electronics,ecommerce,EC,14,13,0,0.156,0,29.1,0
1522,27.19,19,4,web,grocery,ecommerce,EC,107,13,0,0.649,0,80.53,0
1523,203.42,6,0,android,fuel,card_present,CO,32,10,0,0.0,0,0.21,0
1524,211.0,17,3,pos_terminal,grocery,ecommerce,CO,92,7,0,0.322,0,21.23,0
1525,174.69,19,6,web,travel,ecommerce,PE,76,15,0,0.336,0,26.56,0
1526,581.54,19,5,web,restaurant,ecommerce,CO,84,9,0,0.329,0,11.89,0
1527,639.96,19,3,android,services,wallet,EC,32,13,0,0.071,0,8.32,0
1528,214.06,23,2,android,electronics,atm,ES,37,15,0,0.137,0,21.77,0
1529,44.47,15,5,ios,fuel,atm,ES,67,7,0,0.522,0,4.81,0
1530,401.98,8,6,ios,services,wallet,EC,2,12,0,0.599,0,4.61,0
1531,382.56,10,2,pos_terminal,travel,ecommerce,ES,37,7,0,0.275,1,48.64,0
1532,314.22,17,0,android,grocery,atm,ES,61,9,0,0.182,0,15.09,0
1533,537.95,5,4,android,grocery,ecommerce,CO,24,11,0,0.029,0,27.35,0
1534,96.61,14,4,web,fashion,card_present,PE,34,9,0,0.519,0,1.05,0
1535,1223.65,13,6,ios,fashion,wallet,EC,119,13,0,0.53,0,15.83,0
1536,113.87,15,6,ios,electronics,card_present,EC,35,10,0,0.0,0,7.27,0
1537,446.73,10,1,ios,travel,ecommerce,EC,109,11,0,0.0,0,8.38,0
1538,63.61,17,1,ios,travel,wallet,EC,112,6,0,0.375,1,1.69,0
1539,116.56,1,6,android,electronics,ecommerce,CO,81,9,0,0.398,0,5.36,0
1540,825.24,17,2,web,fashion,card_present,EC,18,11,0,0.264,0,37.95,0
1541,199.11,19,3,ios,restaurant,card_present,EC,24,13,0,0.344,1,26.48,0
1542,480.35,21,2,web,restaurant,ecommerce,EC,113,12,1,0.305,0,45.31,1
1543,296.53,22,2,ios,fuel,ecommerce,EC,0,10,0,0.355,0,55.1,0
1544,225.57,8,3,pos_terminal,electronics,ecommerce,US,60,16,0,0.188,0,28.03,0
1545,730.45,1,2,pos_terminal,fashion,ecommerce,PE,72,12,0,0.348,0,40.62,0
1546,203.01,15,2,ios,restaurant,card_present,EC,101,7,0,0.229,0,7.73,0
1547,59.03,2,2,web,gaming,ecommerce,EC,108,16,0,0.214,0,25.35,0
1548,129.02,6,0,android,restaurant,ecommerce,EC,34,4,0,0.014,0,21.1,0
1549,381.28,16,5,android,electronics,card_present,EC,60,10,0,0.318,0,54.68,0
1550,336.63,14,6,web,grocery,atm,EC,76,12,1,0.495,0,28.68,0
1551,70.03,14,3,android,travel,card_present,EC,116,10,0,0.291,0,24.14,0
1552,137.43,18,1,web,services,card_present,EC,67,8,0,0.286,0,1.18,0
1553,154.04,3,4,android,restaurant,card_present,CO,14,14,0,0.576,0,22.62,1
1554,183.13,18,3,android,fashion,card_present,EC,111,13,0,0.534,0,25.33,0
1555,81.6,14,3,ios,grocery,ecommerce,EC,62,8,0,0.662,0,27.27,0
1556,148.4,10,4,pos_terminal,grocery,atm,EC,21,8,0,0.756,0,22.34,0
1557,136.96,11,5,web,fuel,card_present,EC,23,10,0,0.361,0,3.35,0
1558,454.78,12,0,web,electronics,ecommerce,CO,24,11,0,0.142,0,19.22,0
1559,468.66,13,0,web,electronics,wallet,EC,87,11,0,0.256,0,56.59,0
1560,218.31,8,0,web,electronics,ecommerce,EC,114,13,0,0.453,0,23.85,0
1561,179.28,5,1,android,gaming,wallet,EC,53,11,1,0.609,1,39.92,0
1562,274.38,4,6,pos_terminal,electronics,ecommerce,EC,11,8,0,0.161,0,32.2,0
1563,127.65,8,5,ios,grocery,wallet,PE,107,15,0,0.396,0,9.37,0
1564,98.01,6,4,ios,fashion,ecommerce,CO,76,12,0,0.207,0,16.16,0
1565,115.63,12,4,web,fuel,card_present,CO,69,16,1,0.324,0,20.92,0
1566,147.63,21,0,web,fashion,card_present,EC,7,11,0,0.321,0,12.41,0
1567,96.72,2,1,ios,fuel,ecommerce,CO,117,16,0,0.419,0,28.81,0
1568,279.28,7,5,ios,fuel,wallet,EC,9,13,0,0.716,0,34.66,0
1569,439.82,1,3,ios,fashion,card_present,EC,73,9,1,0.436,0,19.12,0
1570,68.92,23,3,android,pharmacy,ecommerce,EC,72,16,0,0.273,0,15.33,0
1571,250.31,16,5,web,grocery,card_present,CO,62,13,0,0.243,0,0.89,0
1572,205.74,5,0,web,fuel,card_present,EC,66,14,0,0.316,0,19.11,0
1573,322.4,9,5,ios,travel,card_present,EC,48,12,0,0.193,0,0.48,0
1574,242.8,17,4,android,fashion,wallet,EC,69,19,0,0.375,0,6.1,0
1575,76.68,22,2,ios,fashion,wallet,EC,44,15,0,0.0,0,35.82,0
1576,89.36,13,3,android,restaurant,ecommerce,EC,57,16,0,0.312,0,3.67,0
1577,251.17,6,0,ios,electronics,card_present,CO,82,15,0,0.326,0,7.96,0
1578,558.7,16,1,web,restaurant,wallet,EC,89,17,0,0.141,0,21.87,0
1579,41.73,16,1,android,travel,card_present,EC,18,11,0,0.281,0,13.46,0
1580,323.49,15,6,pos_terminal,fuel,card_present,EC,120,10,0,0.552,0,12.72,0
1581,635.42,1,0,web,grocery,card_present,EC,11,7,0,0.565,0,23.09,0
1582,217.06,16,2,android,fashion,card_present,EC,33,11,0,0.254,0,8.56,0
1583,380.98,0,0,android,travel,card_present,EC,41,14,0,0.444,0,33.12,0
1584,139.79,21,1,android,fuel,card_present,US,39,11,0,0.08,0,23.71,0
1585,222.98,21,0,web,fashion,card_present,EC,42,18,0,0.297,0,43.03,1
1586,67.08,13,1,android,electronics,wallet,PE,39,12,0,0.392,0,10.83,0
1587,37.6,15,5,web,gaming,wallet,EC,52,8,0,0.625,0,28.92,0
1588,521.55,1,5,web,grocery,wallet,EC,92,16,1,0.565,0,7.71,0
1589,111.56,20,2,android,fuel,ecommerce,EC,100,7,0,0.388,0,3.26,0
1590,170.4,6,4,ios,pharmacy,ecommerce,EC,42,12,0,0.186,0,6.37,0
1591,80.92,6,4,android,electronics,ecommerce,PE,31,14,0,0.595,0,12.13,0
1592,79.41,16,6,web,fashion,atm,EC,81,10,0,0.289,0,37.26,0
1593,213.47,22,5,pos_terminal,travel,card_present,EC,7,20,0,0.431,0,9.77,0
1594,136.86,11,1,pos_terminal,fuel,ecommerce,EC,53,7,0,0.328,0,44.44,0
1595,331.94,12,4,android,pharmacy,card_present,EC,26,13,0,0.709,0,3.24,0
1596,352.35,13,5,web,fashion,card_present,EC,73,17,0,0.24,0,63.13,0
1597,317.12,6,2,ios,fashion,ecommerce,EC,9,15,0,0.515,0,14.6,0
1598,296.92,14,4,pos_terminal,fashion,wallet,EC,100,13,0,0.334,0,10.49,0
1599,866.79,23,2,ios,grocery,wallet,EC,32,9,0,0.452,1,1.91,0
1600,104.43,9,2,ios,grocery,card_present,EC,62,8,0,0.642,0,50.61,0
1601,234.78,18,1,ios,gaming,card_present,EC,69,12,0,0.0,1,3.01,0
1602,607.13,18,0,web,electronics,wallet,EC,57,13,0,0.338,0,13.58,0
1603,674.67,20,5,web,grocery,ecommerce,CO,54,8,0,0.189,0,21.08,0
1604,78.66,17,5,android,grocery,card_present,EC,32,17,0,0.43,0,19.22,0
1605,191.08,22,4,pos_terminal,services,ecommerce,EC,93,18,0,0.474,0,24.17,0
1606,727.11,17,1,web,grocery,ecommerce,CO,62,10,0,0.265,0,14.56,0
1607,368.36,23,0,android,fuel,ecommerce,ES,26,16,0,0.256,0,2.11,0
1608,286.8,17,4,ios,pharmacy,wallet,EC,31,6,1,0.387,0,40.14,0
1609,206.12,20,1,android,fuel,card_present,EC,53,22,1,0.121,0,22.23,0
1610,180.47,21,3,ios,fashion,card_present,EC,102,10,0,0.41,0,32.22,0
1611,308.94,23,6,ios,restaurant,card_present,EC,116,15,0,0.203,0,10.65,0
1612,200.47,14,0,pos_terminal,electronics,card_present,EC,47,6,0,0.482,0,38.41,0
1613,237.11,17,4,android,fashion,card_present,PE,47,16,0,0.113,0,19.33,0
1614,261.25,23,6,ios,pharmacy,card_present,US,15,12,0,0.248,0,1.09,0
1615,142.61,9,2,android,restaurant,card_present,EC,66,12,0,0.215,0,30.64,0
1616,375.51,2,5,android,travel,card_present,US,29,16,0,0.296,0,9.88,0
1617,2524.96,21,5,web,fuel,card_present,EC,99,14,0,0.598,0,50.59,0
1618,59.2,15,3,web,fuel,atm,EC,64,17,0,0.502,0,37.2,0
1619,317.92,10,2,pos_terminal,services,ecommerce,US,26,15,0,0.264,0,4.68,0
1620,133.54,17,4,ios,fuel,ecommerce,EC,110,12,0,0.264,0,7.38,0
1621,389.36,0,4,android,travel,card_present,EC,98,16,0,0.509,0,15.31,0
1622,254.63,11,3,ios,electronics,card_present,EC,36,6,0,0.14,0,7.68,0
1623,451.27,6,1,web,travel,ecommerce,EC,14,12,0,0.354,0,44.97,0
1624,628.28,6,5,web,fashion,card_present,US,31,13,0,0.241,0,1.47,0
1625,286.15,23,1,android,restaurant,card_present,EC,45,14,0,0.319,1,25.56,0
1626,606.82,13,0,pos_terminal,restaurant,card_present,EC,49,10,0,0.496,0,5.53,0
1627,37.61,3,0,pos_terminal,electronics,atm,ES,99,16,0,0.23,0,30.81,0
1628,875.63,8,3,web,pharmacy,card_present,EC,117,9,0,0.525,0,37.37,0
1629,331.17,5,0,android,fashion,card_present,US,90,11,0,0.746,0,14.85,0
1630,581.06,21,2,android,pharmacy,ecommerce,EC,102,21,0,0.459,0,3.85,0
1631,92.45,6,1,web,grocery,wallet,EC,15,12,0,0.335,0,10.9,0
1632,126.21,8,3,android,fuel,ecommerce,ES,18,15,0,0.558,0,4.38,0
1633,275.71,8,5,ios,restaurant,card_present,ES,109,14,0,0.15,0,45.63,0
1634,242.0,4,3,web,fashion,ecommerce,EC,74,14,0,0.624,0,9.3,1
1635,307.67,18,3,android,grocery,card_present,EC,28,16,0,0.214,0,24.76,0
1636,584.17,13,1,android,gaming,ecommerce,EC,95,10,0,0.74,0,5.23,0
1637,59.76,10,0,android,grocery,card_present,EC,21,13,0,0.221,0,4.29,0
1638,534.66,9,6,android,grocery,card_present,EC,92,14,0,0.469,0,39.67,0
1639,246.96,16,4,ios,pharmacy,ecommerce,EC,106,13,0,0.069,0,12.1,0
1640,208.42,2,0,web,fuel,card_present,EC,59,17,0,0.312,0,9.66,0
1641,75.62,22,3,android,pharmacy,ecommerce,US,79,12,0,0.156,0,20.27,0
1642,366.88,13,0,ios,services,card_present,EC,88,8,0,0.091,0,5.8,0
1643,35.56,5,0,android,fashion,ecommerce,EC,106,9,0,0.567,0,5.92,0
1644,412.11,12,2,ios,pharmacy,ecommerce,CO,70,2,0,0.129,0,50.73,0
1645,74.36,20,4,android,grocery,ecommerce,EC,35,15,0,0.218,0,14.8,0
1646,256.04,4,4,android,gaming,ecommerce,EC,24,12,0,0.197,0,6.31,0
1647,223.02,12,5,web,restaurant,ecommerce,EC,43,13,0,0.555,1,22.97,0
1648,625.29,14,1,pos_terminal,gaming,card_present,EC,6,7,0,0.533,0,10.78,0
1649,212.65,19,1,ios,restaurant,ecommerce,EC,84,13,0,0.579,0,22.34,0
1650,140.79,13,3,android,restaurant,ecommerce,ES,44,10,0,0.208,0,56.6,0
1651,163.58,17,6,web,gaming,card_present,CO,86,11,0,0.593,0,7.86,0
1652,679.18,18,5,web,electronics,card_present,EC,7,9,0,0.207,0,5.86,0
1653,376.77,21,4,ios,fashion,ecommerce,US,38,13,0,0.214,0,22.92,0
1654,180.2,8,0,pos_terminal,pharmacy,ecommerce,US,47,9,0,0.224,0,66.06,0
1655,203.05,16,6,ios,services,ecommerce,EC,10,11,0,0.231,0,1.76,0
1656,70.02,5,6,pos_terminal,restaurant,ecommerce,US,100,10,0,0.334,1,10.99,0
1657,334.74,20,4,web,fashion,ecommerce,EC,72,16,0,0.199,1,24.44,0
1658,60.02,22,2,pos_terminal,grocery,card_present,US,102,9,0,0.392,0,64.2,0
1659,447.65,7,4,android,restaurant,card_present,EC,97,12,0,0.0,0,15.4,0
1660,271.91,13,4,android,pharmacy,wallet,EC,4,13,0,0.391,1,4.86,0
1661,1655.98,19,6,ios,grocery,ecommerce,EC,104,18,0,0.154,0,21.78,0
1662,101.75,0,0,web,electronics,card_present,EC,8,8,0,0.23,0,39.88,0
1663,225.98,16,3,android,grocery,ecommerce,EC,105,16,0,0.234,0,3.38,0
1664,1034.03,19,4,android,fashion,ecommerce,CO,81,10,0,0.52,0,33.63,0
1665,636.32,20,2,android,restaurant,ecommerce,EC,99,11,0,0.441,0,3.0,0
1666,140.56,4,5,android,grocery,wallet,EC,60,14,0,0.32,0,0.82,0
1667,293.47,18,0,web,travel,ecommerce,EC,19,14,0,0.221,0,53.94,0
1668,245.72,18,0,pos_terminal,grocery,wallet,EC,18,7,0,0.491,0,16.48,0
1669,307.4,0,5,android,pharmacy,ecommerce,EC,14,19,0,0.673,0,27.45,0
1670,140.28,16,0,android,restaurant,ecommerce,EC,97,15,0,0.345,0,7.16,0
1671,228.41,15,2,web,restaurant,ecommerce,CO,64,8,0,0.062,0,26.21,0
1672,68.32,23,1,ios,pharmacy,ecommerce,EC,26,16,0,0.223,0,43.63,0
1673,273.33,1,4,ios,grocery,card_present,EC,15,14,0,0.451,0,59.43,0
1674,351.64,23,0,ios,services,ecommerce,ES,9,11,0,0.27,0,22.0,0
1675,204.52,13,2,ios,grocery,card_present,EC,31,8,0,0.195,0,3.15,0
1676,67.39,6,6,android,fashion,ecommerce,US,90,10,0,0.188,0,3.47,0
1677,541.0,9,2,web,grocery,ecommerce,EC,107,10,0,0.367,0,22.83,0
1678,328.39,18,4,pos_terminal,gaming,ecommerce,ES,73,18,0,0.074,0,14.25,0
1679,137.25,23,6,pos_terminal,travel,card_present,EC,120,14,0,0.344,0,22.89,0
1680,196.0,7,4,web,electronics,card_present,CO,47,8,1,0.366,0,23.25,0
1681,73.85,23,5,ios,fashion,ecommerce,ES,40,7,0,0.269,0,6.45,0
1682,108.01,15,6,pos_terminal,services,ecommerce,EC,83,17,0,0.162,1,8.57,0
1683,159.55,4,4,web,electronics,card_present,EC,16,11,0,0.533,0,4.99,0
1684,655.45,14,5,ios,fashion,card_present,EC,110,10,0,0.11,0,23.69,0
1685,147.08,19,3,android,grocery,card_present,CO,94,4,0,0.381,0,26.99,0
1686,409.43,1,5,web,electronics,card_present,EC,4,10,0,0.481,0,6.28,0
1687,159.48,1,4,web,gaming,card_present,PE,22,9,0,0.379,0,11.1,0
1688,299.15,0,2,ios,travel,wallet,EC,75,8,0,0.572,0,0.17,0
1689,219.09,13,3,android,grocery,card_present,EC,89,13,0,0.146,0,47.07,0
1690,493.26,1,2,ios,pharmacy,ecommerce,EC,26,10,0,0.208,0,42.8,0
1691,159.93,22,2,web,pharmacy,card_present,EC,90,17,0,0.267,0,22.39,0
1692,69.73,3,2,android,services,card_present,EC,57,9,0,0.942,0,56.26,0
1693,81.21,1,3,ios,grocery,ecommerce,EC,81,5,0,0.441,0,33.96,0
1694,160.31,6,2,android,fashion,wallet,EC,51,11,0,0.475,0,15.35,0
1695,90.32,18,4,web,gaming,card_present,EC,54,11,0,0.468,0,0.08,0
1696,340.62,21,2,ios,grocery,ecommerce,EC,47,18,0,0.364,0,2.12,0
1697,169.01,6,3,ios,fashion,ecommerce,CO,18,12,0,0.539,0,21.51,0
1698,1639.7,12,0,web,gaming,ecommerce,US,23,10,0,0.013,0,2.71,0
1699,61.09,18,2,ios,grocery,ecommerce,EC,20,13,0,0.4,0,25.92,0
1700,288.73,19,2,ios,fuel,wallet,EC,97,14,0,0.427,0,2.48,0
1701,99.51,3,6,android,services,card_present,EC,51,5,0,0.533,1,37.69,0
1702,165.32,20,3,web,restaurant,ecommerce,US,45,13,0,0.142,0,52.35,0
1703,274.71,20,0,ios,pharmacy,wallet,EC,103,16,0,0.155,0,47.08,0
1704,38.18,17,2,ios,pharmacy,card_present,EC,107,16,0,0.167,0,26.35,0
1705,296.5,12,5,ios,pharmacy,ecommerce,EC,28,9,0,0.444,0,6.14,0
1706,1124.29,9,1,web,restaurant,ecommerce,EC,42,9,0,0.447,0,19.19,0
1707,170.69,21,1,ios,grocery,card_present,CO,49,10,0,0.179,0,36.03,0
1708,302.0,20,2,ios,fashion,card_present,EC,101,15,0,0.695,0,12.83,0
1709,556.98,12,2,web,pharmacy,wallet,EC,81,11,0,0.402,1,35.72,0
1710,215.17,17,3,web,electronics,ecommerce,EC,65,13,0,0.372,0,33.27,0
1711,154.13,9,0,web,electronics,card_present,ES,28,10,0,0.313,0,16.38,0
1712,39.73,17,5,ios,travel,atm,ES,46,15,0,0.517,0,15.77,0
1713,409.68,2,1,pos_terminal,fashion,card_present,PE,3,9,0,0.42,0,9.56,0
1714,224.09,21,4,ios,pharmacy,card_present,US,85,20,0,0.69,0,39.03,0
1715,109.12,12,3,web,services,card_present,ES,111,13,0,0.131,0,23.14,0
1716,271.47,14,1,ios,grocery,atm,EC,95,20,0,0.072,0,1.51,0
1717,153.8,4,3,android,grocery,card_present,EC,37,10,0,0.217,0,3.38,0
1718,160.75,12,0,ios,fuel,wallet,EC,58,15,0,0.45,0,28.39,0
1719,398.46,0,4,ios,grocery,wallet,EC,115,9,0,0.273,0,19.76,0
1720,84.09,21,2,android,electronics,card_present,EC,51,13,0,0.579,1,14.8,0
1721,567.04,17,2,web,fashion,ecommerce,EC,101,11,0,0.279,0,3.5,0
1722,80.19,10,1,ios,electronics,ecommerce,EC,69,15,0,0.545,0,7.49,0
1723,144.38,20,2,web,restaurant,ecommerce,PE,60,15,0,0.2,0,19.11,0
1724,1142.46,19,2,android,electronics,card_present,PE,70,17,0,0.563,0,57.59,0
1725,604.54,2,1,ios,restaurant,card_present,ES,27,13,0,0.596,0,21.96,0
1726,265.25,1,6,ios,fuel,card_present,EC,51,9,0,0.248,0,45.96,0
1727,115.6,6,1,ios,grocery,card_present,PE,36,12,0,0.438,0,46.89,0
1728,160.64,0,1,web,fashion,card_present,EC,91,13,1,0.398,0,31.24,0
1729,260.14,13,3,android,grocery,ecommerce,EC,74,16,0,0.443,0,34.1,0
1730,252.8,12,2,android,fuel,card_present,CO,48,17,0,0.581,0,6.01,0
1731,228.12,12,3,ios,grocery,card_present,EC,99,10,0,0.525,0,15.27,0
1732,239.35,1,5,android,pharmacy,ecommerce,US,54,6,0,0.443,0,83.59,0
1733,206.66,22,0,android,pharmacy,ecommerce,US,115,13,0,0.469,0,13.09,0
1734,77.4,23,3,web,travel,wallet,EC,73,8,0,0.122,0,25.43,0
1735,162.29,14,0,android,services,card_present,EC,107,10,0,0.343,0,57.26,0
1736,509.94,0,0,web,fashion,ecommerce,US,119,14,0,0.152,0,13.91,0
1737,82.1,9,0,ios,electronics,card_present,CO,39,9,0,0.347,0,15.07,0
1738,210.81,17,1,android,grocery,ecommerce,EC,31,10,0,0.551,0,39.18,0
1739,127.33,17,2,android,fuel,wallet,EC,101,17,0,0.349,0,14.75,0
1740,268.18,5,6,android,fashion,card_present,EC,28,12,0,0.0,0,41.29,0
1741,179.77,19,6,android,services,ecommerce,PE,91,8,0,0.162,0,10.41,0
1742,799.91,23,0,ios,pharmacy,card_present,US,21,8,0,0.455,0,0.14,0
1743,367.91,12,6,web,travel,ecommerce,EC,105,9,0,0.253,0,16.32,0
1744,85.9,9,4,ios,fashion,ecommerce,EC,83,13,0,0.491,0,47.44,0
1745,419.71,12,3,ios,electronics,wallet,EC,63,14,0,0.133,0,13.28,0
1746,132.01,0,5,android,grocery,ecommerce,EC,54,14,0,0.419,1,15.71,0
1747,154.62,12,3,web,electronics,card_present,EC,77,14,0,0.428,0,22.6,0
1748,315.34,0,1,android,restaurant,card_present,ES,47,12,0,0.492,0,22.2,0
1749,165.54,0,3,android,grocery,card_present,ES,48,8,0,0.232,0,7.24,0
1750,501.13,13,5,ios,gaming,ecommerce,EC,24,11,0,0.49,0,37.54,0
1751,132.02,12,4,pos_terminal,services,atm,US,19,8,0,0.621,0,45.23,0
1752,149.52,23,1,web,electronics,ecommerce,EC,107,16,0,0.0,0,20.93,0
1753,145.11,12,6,android,restaurant,card_present,EC,90,8,0,0.359,0,31.61,0
1754,156.03,23,1,android,fashion,atm,EC,53,19,0,0.025,1,24.22,0
1755,591.07,19,5,web,travel,wallet,EC,100,10,0,0.195,0,25.08,0
1756,405.7,8,2,web,fuel,card_present,CO,73,12,0,0.21,0,36.95,0
1757,963.47,22,0,android,restaurant,ecommerce,EC,72,10,0,0.338,1,41.36,0
1758,1505.23,11,6,android,restaurant,card_present,EC,13,10,0,0.418,0,45.99,0
1759,107.56,14,4,android,grocery,atm,EC,65,13,0,0.513,0,5.32,0
1760,259.54,2,1,android,electronics,card_present,EC,13,14,0,0.398,0,17.03,0
1761,95.74,5,0,android,pharmacy,wallet,EC,82,16,0,0.471,0,20.33,0
1762,131.7,12,0,ios,services,ecommerce,EC,8,16,0,0.156,0,30.68,0
1763,148.19,6,1,android,restaurant,ecommerce,EC,62,9,0,0.54,0,15.93,0
1764,105.31,14,6,web,electronics,card_present,EC,44,12,0,0.0,0,15.47,0
1765,105.75,1,1,ios,travel,ecommerce,EC,15,12,0,0.625,0,30.63,0
1766,218.58,6,1,ios,travel,ecommerce,EC,57,13,0,0.592,0,2.29,0
1767,92.69,15,5,pos_terminal,restaurant,card_present,EC,24,13,0,0.485,0,43.26,0
1768,481.2,14,6,android,fashion,ecommerce,EC,29,9,0,0.751,0,14.01,0
1769,117.73,23,1,android,gaming,atm,EC,107,13,0,0.025,0,54.74,0
1770,2322.13,21,4,ios,services,ecommerce,EC,42,13,0,0.49,0,30.67,0
1771,170.97,19,3,ios,gaming,card_present,PE,48,10,0,0.374,0,18.94,0
1772,259.87,0,4,ios,services,ecommerce,CO,0,12,0,0.394,0,17.55,0
